ProbeID,DonorID,Label
Au_ind_00072,Au_ind_30076,0
Au_arc_30488,Au_arc_30273,0
Au_pla_30155,Au_pla_30391,0
Au_nat_30179,Au_nat_30105,0
Au_art_30238,Au_art_30620,0
Au_art_30235,Au_art_30198,0
Au_cha_30596,Au_cha_30418,0
Au_cha_00082,Au_cha_30296,0
Au_art_30336,Au_art_30627,0
Au_ind_30080,Au_ind_20028,0
Au_arc_30327,Au_arc_30839,0
Au_art_30428,Au_art_30579,0
Au_cha_30092,Au_cha_30125,0
Au_nat_30118,Au_nat_30260,0
Au_arc_30152,Au_arc_20032,0
Au_ani_30728,Au_ani_10196,0
Au_pla_30140,Au_pla_30056,0
Au_nat_30406,Au_nat_30213,0
Au_arc_30585,Au_arc_30821,0
Au_nat_20003,Au_nat_20041,0
Au_pla_30227,Au_pla_30658,0
Au_cha_30602,Au_cha_30580,0
Au_ani_10180,Au_ani_30458,0
Au_cha_00047,Au_cha_00023,0
Au_arc_20069,Au_arc_00001,0
Au_art_30666,Au_art_30674,0
Au_pla_30034,Au_pla_30413,0
Au_sec_30056,Au_sec_30602,0
Au_art_10105,Au_art_30440,0
Au_ani_10189,Au_ani_30561,0
Au_ani_30555,Au_ani_30578,0
Au_pla_30404,Au_pla_00003,0
Au_ani_00032,Au_ani_10139,0
Au_art_00047,Au_art_20069,0
Au_pla_00037,Au_pla_30058,0
Au_pla_20091,Au_pla_30020,0
Au_ani_30233,Au_ani_30570,0
Au_ani_30783,Au_ani_30104,0
Au_nat_30710,Au_nat_30032,0
Au_art_30072,Au_art_30372,0
Au_sec_30148,Au_sec_30676,0
Au_ani_30096,Au_ani_30623,0
Au_ani_10126,Au_ani_30669,0
Au_ani_30648,Au_ani_20002,0
Au_pla_30601,Au_pla_00098,0
Au_arc_30385,Au_arc_30843,0
Au_nat_30504,Au_nat_30411,0
Au_arc_30673,Au_arc_30042,0
Au_ani_30558,Au_ani_20042,0
Au_nat_30063,Au_nat_30704,0
Au_ani_10002,Au_ani_30662,0
Au_ind_20018,Au_ind_10102,0
Au_sec_30386,Au_sec_30367,0
Au_cha_30454,Au_cha_10176,0
Au_nat_30344,Au_nat_20049,0
Au_cha_30225,Au_cha_30249,0
Au_nat_20045,Au_nat_30368,0
Au_pla_30705,Au_pla_30246,0
Au_sec_30592,Au_sec_30734,0
Au_cha_00052,Au_cha_30088,0
Au_ani_30247,Au_ani_30183,0
Au_cha_30287,Au_cha_30554,0
Au_pla_10127,Au_pla_30531,0
Au_ani_30412,Au_ani_20041,0
Au_pla_30326,Au_pla_30105,0
Au_cha_00060,Au_cha_30291,0
Au_arc_00060,Au_arc_30355,0
Au_arc_30196,Au_arc_10106,0
Au_art_30390,Au_art_30507,0
Au_arc_30691,Au_arc_30074,0
Au_cha_30378,Au_cha_30205,0
Au_arc_30361,Au_arc_30309,0
Au_art_30456,Au_art_30220,0
Au_sec_00072,Au_sec_30409,0
Au_art_30191,Au_art_30348,0
Au_sec_30303,Au_sec_00049,0
Au_ani_30334,Au_ani_30480,0
Au_cha_30656,Au_cha_00061,0
Au_sec_20086,Au_sec_30169,0
Au_ani_30301,Au_ani_00067,0
Au_ind_30159,Au_ind_30010,0
Au_cha_30567,Au_cha_30079,0
Au_sec_30511,Au_sec_30524,0
Au_nat_30547,Au_nat_30687,0
Au_cha_30120,Au_cha_30508,0
Au_pla_20084,Au_pla_20057,0
Au_nat_30506,Au_nat_30484,0
Au_sec_30412,Au_sec_30051,0
Au_arc_30118,Au_arc_30254,0
Au_ani_30025,Au_ani_30490,0
Au_nat_30359,Au_nat_30733,0
Au_arc_30757,Au_arc_30274,0
Au_pla_30292,Au_pla_00030,0
Au_art_20094,Au_art_30585,0
Au_art_10017,Au_art_30552,0
Au_art_20010,Au_art_30218,0
Au_sec_30346,Au_sec_20012,0
Au_pla_00053,Au_pla_30607,0
Au_ani_30191,Au_ani_00007,0
Au_pla_30734,Au_pla_30047,0
Au_cha_30621,Au_cha_30556,0
Au_ani_30632,Au_ani_30386,0
Au_arc_30007,Au_arc_10113,0
Au_art_30676,Au_art_30611,0
Au_ind_00075,Au_ind_00051,0
Au_art_30388,Au_art_30583,0
Au_arc_30439,Au_arc_30775,0
Au_nat_30631,Au_nat_30271,0
Au_ani_20021,Au_ani_30296,0
Au_art_30464,Au_art_30496,0
Au_sec_00040,Au_sec_30601,0
Au_ani_20037,Au_ani_10220,0
Au_ind_30118,Au_ind_20057,0
Au_cha_00099,Au_cha_30545,0
Au_ind_00081,Au_ind_30139,0
Au_nat_30588,Au_nat_00046,0
Au_sec_30085,Au_sec_20086,0
Au_cha_30568,Au_cha_10157,0
Au_cha_30263,Au_cha_30664,0
Au_cha_30296,Au_cha_30632,0
Au_nat_30607,Au_nat_30076,0
Au_pla_20097,Au_pla_00016,0
Au_nat_30223,Au_nat_30109,0
Au_cha_10154,Au_cha_30106,0
Au_art_30291,Au_art_30562,0
Au_arc_30260,Au_arc_30483,0
Au_pla_30734,Au_pla_30243,0
Au_arc_30801,Au_arc_30611,0
Au_sec_30423,Au_sec_20001,0
Au_pla_30234,Au_pla_30281,0
Au_art_30605,Au_art_00044,0
Au_ani_30522,Au_ani_20013,0
Au_sec_30014,Au_sec_30502,0
Au_ani_30268,Au_ani_30354,0
Au_ani_30302,Au_ani_10103,0
Au_ani_30735,Au_ani_30275,0
Au_nat_30683,Au_nat_30492,0
Au_sec_20003,Au_sec_30637,0
Au_nat_10144,Au_nat_30344,0
Au_cha_30371,Au_cha_30451,0
Au_cha_10155,Au_cha_10126,0
Au_art_30080,Au_art_00033,0
Au_nat_30584,Au_nat_30375,0
Au_arc_30474,Au_arc_00060,0
Au_arc_30144,Au_arc_30764,0
Au_art_00032,Au_art_00001,0
Au_cha_10144,Au_cha_30276,0
Au_pla_30369,Au_pla_30647,0
Au_arc_30803,Au_arc_30040,0
Au_pla_30640,Au_pla_20087,0
Au_pla_30047,Au_pla_30276,0
Au_sec_30445,Au_sec_30462,0
Au_cha_30600,Au_cha_30651,0
Au_ind_00059,Au_ind_30006,0
Au_pla_00035,Au_pla_30333,0
Au_pla_00088,Au_pla_10101,0
Au_art_00007,Au_art_20072,0
Au_pla_30647,Au_pla_30070,0
Au_nat_30543,Au_nat_30073,0
Au_pla_30099,Au_pla_30549,0
Au_pla_30336,Au_pla_30324,0
Au_sec_30131,Au_sec_00067,0
Au_arc_30122,Au_arc_30015,0
Au_art_00018,Au_art_00024,0
Au_nat_20009,Au_nat_30419,0
Au_ani_30239,Au_ani_20030,0
Au_cha_10204,Au_cha_30496,0
Au_art_30355,Au_art_30569,0
Au_ani_00077,Au_ani_30540,0
Au_ani_30370,Au_ani_30451,0
Au_nat_00022,Au_nat_30383,0
Au_nat_30417,Au_nat_30632,0
Au_nat_30729,Au_nat_30524,0
Au_nat_30323,Au_nat_30469,0
Au_art_30543,Au_art_00056,0
Au_pla_30425,Au_pla_00026,0
Au_cha_30363,Au_cha_30135,0
Au_sec_30356,Au_sec_20056,0
Au_arc_10128,Au_arc_30018,0
Au_pla_30384,Au_pla_30737,0
Au_sec_00078,Au_sec_30576,0
Au_pla_30443,Au_pla_30255,0
Au_cha_30355,Au_cha_30554,0
Au_art_30163,Au_art_30507,0
Au_ind_30091,Au_ind_00002,0
Au_sec_30334,Au_sec_30024,0
Au_pla_00061,Au_pla_00027,0
Au_arc_30649,Au_arc_30196,0
Au_arc_30629,Au_arc_30073,0
Au_arc_30353,Au_arc_30592,0
Au_art_20058,Au_art_30248,0
Au_cha_10140,Au_cha_10153,0
Au_arc_30783,Au_arc_30443,0
Au_sec_30008,Au_sec_30125,0
Au_cha_30293,Au_cha_30579,0
Au_nat_30061,Au_nat_20065,0
Au_arc_30391,Au_arc_20014,0
Au_nat_30203,Au_nat_20098,0
Au_pla_30528,Au_pla_00043,0
Au_art_30473,Au_art_30133,0
Au_sec_30356,Au_sec_30102,0
Au_sec_30609,Au_sec_30240,0
Au_ani_10148,Au_ani_30453,0
Au_cha_30644,Au_cha_30710,0
Au_nat_30114,Au_nat_30278,0
Au_cha_20002,Au_cha_10177,0
Au_cha_30506,Au_cha_30291,0
Au_cha_30016,Au_cha_00074,0
Au_sec_30028,Au_sec_30616,0
Au_nat_30264,Au_nat_30560,0
Au_pla_30140,Au_pla_30681,0
Au_pla_30014,Au_pla_30123,0
Au_ani_30222,Au_ani_00013,0
Au_art_00059,Au_art_30048,0
Au_ani_30357,Au_ani_10190,0
Au_sec_30410,Au_sec_30234,0
Au_ind_30157,Au_ind_30129,0
Au_pla_30310,Au_pla_30251,0
Au_nat_30525,Au_nat_30464,0
Au_ind_30152,Au_ind_30089,0
Au_arc_30703,Au_arc_30763,0
Au_art_30403,Au_art_30626,0
Au_art_30395,Au_art_20007,0
Au_nat_30192,Au_nat_30535,0
Au_art_30480,Au_art_10102,0
Au_sec_30510,Au_sec_30114,0
Au_cha_00092,Au_cha_30206,0
Au_art_30116,Au_art_30303,0
Au_sec_30298,Au_sec_20030,0
Au_arc_30056,Au_arc_30376,0
Au_cha_30614,Au_cha_30553,0
Au_nat_30447,Au_nat_30526,0
Au_art_30130,Au_art_00010,0
Au_arc_30508,Au_arc_30485,0
Au_sec_30608,Au_sec_20061,0
Au_arc_30456,Au_arc_30220,0
Au_art_30357,Au_art_30508,0
Au_ani_30446,Au_ani_30247,0
Au_nat_20088,Au_nat_30092,0
Au_art_30671,Au_art_30403,0
Au_arc_30589,Au_arc_00033,0
Au_ind_30125,Au_ind_30006,0
Au_sec_30327,Au_sec_00036,0
Au_sec_30557,Au_sec_30268,0
Au_nat_30351,Au_nat_10156,0
Au_nat_30401,Au_nat_30106,0
Au_art_30137,Au_art_00052,0
Au_pla_00051,Au_pla_30726,0
Au_arc_10111,Au_arc_30585,0
Au_ani_30007,Au_ani_30477,0
Au_cha_30071,Au_cha_10165,0
Au_nat_00041,Au_nat_20014,0
Au_art_30015,Au_art_30323,0
Au_pla_30330,Au_pla_30559,0
Au_cha_30419,Au_cha_30014,0
Au_ani_30129,Au_ani_30403,0
Au_art_30684,Au_art_30481,0
Au_sec_30517,Au_sec_30522,0
Au_pla_30581,Au_pla_30072,0
Au_pla_30351,Au_pla_30377,0
Au_ind_30066,Au_ind_30071,0
Au_arc_30585,Au_arc_30319,0
Au_sec_20046,Au_sec_30238,0
Au_art_30555,Au_art_30154,0
Au_arc_30436,Au_arc_30502,0
Au_ani_30563,Au_ani_30068,0
Au_pla_20022,Au_pla_30050,0
Au_sec_30341,Au_sec_30690,0
Au_cha_30473,Au_cha_30117,0
Au_pla_20052,Au_pla_30483,0
Au_ani_30784,Au_ani_00067,0
Au_ani_30759,Au_ani_30784,0
Au_sec_30563,Au_sec_30687,0
Au_nat_10167,Au_nat_10120,0
Au_ani_30185,Au_ani_30320,0
Au_ind_30159,Au_ind_20044,0
Au_cha_10189,Au_cha_30454,0
Au_sec_30377,Au_sec_30362,0
Au_arc_30355,Au_arc_30184,0
Au_sec_30357,Au_sec_30199,0
Au_cha_00052,Au_cha_30212,0
Au_cha_30684,Au_cha_20010,0
Au_art_30357,Au_art_30464,0
Au_art_30062,Au_art_30525,0
Au_cha_30163,Au_cha_30380,0
Au_arc_30001,Au_arc_30832,0
Au_arc_00042,Au_arc_30454,0
Au_cha_10143,Au_cha_30226,0
Au_arc_30587,Au_arc_30709,0
Au_pla_30243,Au_pla_30704,0
Au_arc_10120,Au_arc_30125,0
Au_ind_30148,Au_ind_30014,0
Au_art_00079,Au_art_30172,0
Au_art_20024,Au_art_30138,0
Au_ind_30018,Au_ind_20034,0
Au_nat_30130,Au_nat_20095,0
Au_pla_10126,Au_pla_00058,0
Au_nat_30585,Au_nat_30575,0
Au_ind_30156,Au_ind_30160,0
Au_cha_10102,Au_cha_30328,0
Au_sec_30169,Au_sec_30534,0
Au_sec_30277,Au_sec_30067,0
Au_arc_30456,Au_arc_20049,0
Au_cha_30574,Au_cha_10101,0
Au_cha_30519,Au_cha_30642,0
Au_pla_30380,Au_pla_30682,0
Au_cha_30001,Au_cha_30107,0
Au_nat_30356,Au_nat_20051,0
Au_txt_30005,Au_txt_00086,0
Au_ani_30375,Au_ani_00021,0
Au_pla_00082,Au_pla_30367,0
Au_pla_10104,Au_pla_30172,0
Au_ani_30394,Au_ani_30493,0
Au_sec_30599,Au_sec_30038,0
Au_nat_30446,Au_nat_30366,0
Au_cha_20030,Au_cha_20046,0
Au_nat_20068,Au_nat_30075,0
Au_art_30502,Au_art_30215,0
Au_sec_30711,Au_sec_30105,0
Au_art_30667,Au_art_30006,0
Au_ani_30196,Au_ani_10223,0
Au_arc_30049,Au_arc_30613,0
Au_arc_30188,Au_arc_30537,0
Au_art_30351,Au_art_30301,0
Au_ind_30051,Au_ind_00022,0
Au_sec_30671,Au_sec_30566,0
Au_ind_00053,Au_ind_00021,0
Au_arc_10110,Au_arc_30787,0
Au_pla_30324,Au_pla_30522,0
Au_pla_30333,Au_pla_30533,0
Au_pla_20090,Au_pla_30588,0
Au_cha_30263,Au_cha_30565,0
Au_nat_30317,Au_nat_00093,0
Au_pla_30421,Au_pla_30249,0
Au_ind_10101,Au_ind_30100,0
Au_nat_20047,Au_nat_30346,0
Au_pla_20032,Au_pla_00014,0
Au_art_30426,Au_art_30586,0
Au_ani_30578,Au_ani_30008,0
Au_nat_30294,Au_nat_30632,0
Au_pla_30106,Au_pla_30471,0
Au_pla_30156,Au_pla_30255,0
Au_pla_30349,Au_pla_00090,0
Au_pla_30589,Au_pla_20034,0
Au_txt_00022,Au_txt_00081,0
Au_pla_30312,Au_pla_20055,0
Au_cha_10154,Au_cha_30289,0
Au_cha_30455,Au_cha_30379,0
Au_ani_30614,Au_ani_30760,0
Au_nat_20016,Au_nat_30228,0
Au_pla_30232,Au_pla_30096,0
Au_art_30192,Au_art_30500,0
Au_arc_30831,Au_arc_30612,0
Au_txt_00016,Au_txt_00008,0
Au_pla_30126,Au_pla_30439,0
Au_cha_30507,Au_cha_30085,0
Au_ind_00055,Au_ind_30109,0
Au_art_30284,Au_art_30137,0
Au_cha_30346,Au_cha_10119,0
Au_pla_30222,Au_pla_30709,0
Au_ind_30150,Au_ind_00053,0
Au_sec_30188,Au_sec_30318,0
Au_arc_00046,Au_arc_30646,0
Au_nat_30218,Au_nat_30461,0
Au_cha_10125,Au_cha_10193,0
Au_sec_30599,Au_sec_30243,0
Au_arc_20060,Au_arc_00098,0
Au_sec_30406,Au_sec_30439,0
Au_pla_30320,Au_pla_30725,0
Au_arc_30722,Au_arc_30829,0
Au_art_30062,Au_art_30535,0
Au_ani_30042,Au_ani_30492,0
Au_cha_10177,Au_cha_30213,0
Au_arc_30192,Au_arc_30258,0
Au_arc_30115,Au_arc_00043,0
Au_arc_20024,Au_arc_30552,0
Au_cha_30604,Au_cha_30550,0
Au_ani_00061,Au_ani_30766,0
Au_nat_30640,Au_nat_30341,0
Au_ind_30024,Au_ind_30038,0
Au_arc_30011,Au_arc_30474,0
Au_ani_30602,Au_ani_30408,0
Au_ind_20017,Au_ind_30153,0
Au_nat_30008,Au_nat_20042,0
Au_art_30528,Au_art_30073,0
Au_arc_30217,Au_arc_30573,0
Au_ind_10002,Au_ind_00084,0
Au_cha_30260,Au_cha_30262,0
Au_ani_20004,Au_ani_30715,0
Au_nat_30723,Au_nat_30530,0
Au_arc_20081,Au_arc_00100,0
Au_pla_20029,Au_pla_30713,0
Au_arc_30559,Au_arc_00044,0
Au_cha_00034,Au_cha_00070,0
Au_pla_30081,Au_pla_30095,0
Au_arc_30296,Au_arc_30294,0
Au_nat_10116,Au_nat_30656,0
Au_cha_30199,Au_cha_20029,0
Au_pla_30599,Au_pla_30205,0
Au_art_30582,Au_art_20091,0
Au_cha_30287,Au_cha_30364,0
Au_pla_30415,Au_pla_00086,0
Au_sec_30083,Au_sec_30589,0
Au_cha_30475,Au_cha_30665,0
Au_arc_30290,Au_arc_30307,0
Au_pla_30219,Au_pla_30370,0
Au_art_20013,Au_art_30255,0
Au_arc_30006,Au_arc_30094,0
Au_cha_30421,Au_cha_30097,0
Au_arc_30232,Au_arc_30153,0
Au_art_30021,Au_art_30050,0
Au_ani_20056,Au_ani_30345,0
Au_nat_00032,Au_nat_20039,0
Au_art_30372,Au_art_00038,0
Au_art_30175,Au_art_30231,0
Au_cha_30080,Au_cha_30382,0
Au_art_30534,Au_art_30664,0
Au_nat_30701,Au_nat_20069,0
Au_nat_20011,Au_nat_30085,0
Au_ani_00053,Au_ani_30603,0
Au_pla_30373,Au_pla_30110,0
Au_ani_30450,Au_ani_30664,0
Au_pla_30180,Au_pla_30450,0
Au_sec_30331,Au_sec_30275,0
Au_nat_10154,Au_nat_20039,0
Au_ani_10176,Au_ani_30510,0
Au_ani_30744,Au_ani_30248,0
Au_pla_30342,Au_pla_20067,0
Au_pla_20010,Au_pla_30171,0
Au_arc_30607,Au_arc_30247,0
Au_pla_20014,Au_pla_00087,0
Au_arc_00018,Au_arc_30176,0
Au_arc_30066,Au_arc_20097,0
Au_pla_30076,Au_pla_30439,0
Au_art_30451,Au_art_30370,0
Au_sec_30566,Au_sec_30412,0
Au_cha_30128,Au_cha_10199,0
Au_cha_00092,Au_cha_30055,0
Au_sec_30709,Au_sec_10104,0
Au_ani_00066,Au_ani_30336,0
Au_art_30097,Au_art_30653,0
Au_arc_30048,Au_arc_30313,0
Au_cha_30025,Au_cha_30059,0
Au_pla_00023,Au_pla_30675,0
Au_cha_30377,Au_cha_00004,0
Au_pla_30565,Au_pla_30457,0
Au_nat_20038,Au_nat_30687,0
Au_nat_30698,Au_nat_10159,0
Au_ani_30255,Au_ani_30348,0
Au_sec_30074,Au_sec_00029,0
Au_cha_30137,Au_cha_30376,0
Au_cha_00026,Au_cha_30717,0
Au_arc_30255,Au_arc_30478,0
Au_txt_00008,Au_txt_10114,0
Au_art_30261,Au_art_30495,0
Au_cha_00021,Au_cha_30349,0
Au_art_30557,Au_art_30066,0
Au_sec_30436,Au_sec_30300,0
Au_sec_30334,Au_sec_30230,0
Au_sec_30731,Au_sec_30668,0
Au_cha_30015,Au_cha_30006,0
Au_ani_10132,Au_ani_30424,0
Au_sec_30714,Au_sec_30623,0
Au_pla_30127,Au_pla_30043,0
Au_arc_30754,Au_arc_30734,0
Au_arc_30491,Au_arc_10123,0
Au_sec_30701,Au_sec_30683,0
Au_cha_30390,Au_cha_30086,0
Au_sec_30026,Au_sec_30371,0
Au_art_30642,Au_art_30333,0
Au_ani_30242,Au_ani_30457,0
Au_pla_30587,Au_pla_20097,0
Au_pla_30222,Au_pla_20086,0
Au_cha_30093,Au_cha_30489,0
Au_ani_30237,Au_ani_30026,0
Au_arc_00050,Au_arc_30433,0
Au_sec_30539,Au_sec_20035,0
Au_sec_30127,Au_sec_30180,0
Au_cha_30407,Au_cha_30306,0
Au_arc_30118,Au_arc_30823,0
Au_arc_30176,Au_arc_30796,0
Au_nat_20098,Au_nat_30607,0
Au_ani_30491,Au_ani_00068,0
Au_arc_30429,Au_arc_00018,0
Au_txt_00088,Au_txt_10112,0
Au_cha_30444,Au_cha_30384,0
Au_sec_30032,Au_sec_00088,0
Au_arc_30241,Au_arc_30300,0
Au_nat_20057,Au_nat_30379,0
Au_arc_20035,Au_arc_30683,0
Au_arc_30810,Au_arc_30693,0
Au_ani_20023,Au_ani_30332,0
Au_pla_30725,Au_pla_30347,0
Au_ani_30157,Au_ani_30005,0
Au_ani_30286,Au_ani_30730,0
Au_arc_30140,Au_arc_30044,0
Au_cha_10155,Au_cha_30596,0
Au_arc_30826,Au_arc_30258,0
Au_cha_30617,Au_cha_00005,0
Au_pla_30092,Au_pla_30332,0
Au_cha_30567,Au_cha_30347,0
Au_ind_00057,Au_ind_30011,0
Au_arc_30553,Au_arc_30200,0
Au_cha_20045,Au_cha_30572,0
Au_arc_00034,Au_arc_30023,0
Au_art_30205,Au_art_00002,0
Au_nat_30066,Au_nat_30536,0
Au_pla_30660,Au_pla_30682,0
Au_sec_20082,Au_sec_30254,0
Au_cha_30626,Au_cha_30109,0
Au_ind_20052,Au_ind_00060,0
Au_cha_20022,Au_cha_30529,0
Au_cha_30616,Au_cha_30269,0
Au_cha_30365,Au_cha_10143,0
Au_sec_20099,Au_sec_30122,0
Au_sec_30316,Au_sec_30458,0
Au_cha_30484,Au_cha_30108,0
Au_cha_30689,Au_cha_30710,0
Au_sec_00028,Au_sec_30076,0
Au_nat_20007,Au_nat_10141,0
Au_pla_30222,Au_pla_10003,0
Au_art_30282,Au_art_20051,0
Au_txt_30011,Au_txt_00021,0
Au_ani_30411,Au_ani_30705,0
Au_cha_30425,Au_cha_30609,0
Au_ani_30479,Au_ani_30020,0
Au_cha_30334,Au_cha_30236,0
Au_arc_00090,Au_arc_20042,0
Au_cha_20008,Au_cha_30668,0
Au_nat_30110,Au_nat_20070,0
Au_cha_30408,Au_cha_00061,0
Au_arc_30208,Au_arc_30808,0
Au_sec_00011,Au_sec_10111,0
Au_pla_30667,Au_pla_30173,0
Au_ani_10120,Au_ani_30453,0
Au_ind_00005,Au_ind_30170,0
Au_arc_30744,Au_arc_30309,0
Au_arc_30669,Au_arc_30378,0
Au_pla_30247,Au_pla_30479,0
Au_pla_30738,Au_pla_20007,0
Au_art_30180,Au_art_30267,0
Au_art_30326,Au_art_30064,0
Au_nat_30258,Au_nat_30421,0
Au_ani_00072,Au_ani_30056,0
Au_arc_30665,Au_arc_30282,0
Au_ani_20007,Au_ani_00096,0
Au_art_30095,Au_art_00083,0
Au_pla_30331,Au_pla_30031,0
Au_cha_10194,Au_cha_30586,0
Au_cha_30554,Au_cha_30568,0
Au_cha_30638,Au_cha_30207,0
Au_art_30062,Au_art_30401,0
Au_arc_30481,Au_arc_30724,0
Au_ind_30108,Au_ind_30010,0
Au_cha_30190,Au_cha_10149,0
Au_art_00069,Au_art_30086,0
Au_art_30553,Au_art_30016,0
Au_nat_30451,Au_nat_30659,0
Au_sec_30156,Au_sec_30001,0
Au_arc_30575,Au_arc_30626,0
Au_sec_30217,Au_sec_00093,0
Au_arc_30839,Au_arc_30012,0
Au_nat_30090,Au_nat_00038,0
Au_pla_30502,Au_pla_30173,0
Au_art_30245,Au_art_30662,0
Au_pla_30227,Au_pla_30265,0
Au_ani_00076,Au_ani_30312,0
Au_sec_30135,Au_sec_30415,0
Au_ani_30222,Au_ani_30267,0
Au_nat_30224,Au_nat_30732,0
Au_pla_30719,Au_pla_30560,0
Au_txt_30018,Au_txt_00051,0
Au_sec_20073,Au_sec_30393,0
Au_ani_30653,Au_ani_30495,0
Au_ani_30432,Au_ani_30149,0
Au_sec_30517,Au_sec_20013,0
Au_nat_30212,Au_nat_30245,0
Au_arc_30084,Au_arc_30390,0
Au_pla_30532,Au_pla_30156,0
Au_arc_20021,Au_arc_20061,0
Au_ani_30569,Au_ani_30153,0
Au_arc_30299,Au_arc_30524,0
Au_cha_00070,Au_cha_30157,0
Au_nat_00026,Au_nat_30076,0
Au_arc_30480,Au_arc_30675,0
Au_nat_30156,Au_nat_20079,0
Au_art_30361,Au_art_30257,0
Au_ani_30785,Au_ani_30140,0
Au_arc_30546,Au_arc_30300,0
Au_txt_00046,Au_txt_10111,0
Au_nat_10125,Au_nat_30197,0
Au_ani_20036,Au_ani_20015,0
Au_sec_30192,Au_sec_30580,0
Au_sec_30462,Au_sec_30579,0
Au_pla_30579,Au_pla_30738,0
Au_arc_30621,Au_arc_30250,0
Au_arc_30719,Au_arc_30149,0
Au_arc_30387,Au_arc_30764,0
Au_ani_30052,Au_ani_30085,0
Au_pla_30140,Au_pla_30543,0
Au_ani_30674,Au_ani_30224,0
Au_sec_30285,Au_sec_30385,0
Au_art_10008,Au_art_30549,0
Au_cha_30610,Au_cha_30609,0
Au_nat_30600,Au_nat_30654,0
Au_ind_00096,Au_ind_30138,0
Au_pla_00062,Au_pla_30298,0
Au_nat_30045,Au_nat_00052,0
Au_nat_30697,Au_nat_30297,0
Au_nat_30488,Au_nat_00001,0
Au_nat_30660,Au_nat_00011,0
Au_arc_20081,Au_arc_30374,0
